|cell_zid|geometry|adm_zid|adm_name|okrug_name|sub_ter|okrug_id|area|customers_cnt_home|customers_cnt_job|customers_cnt_day|customers_cnt_move|served|blocked|predicted
90|35369|POLYGON ((37.02529754234239 55.17169857871536, 37.02524416266962 55.17619030683257, 37.03309263769104 55.17622060846126, 37.03314513499102 55.17172887530719, 37.02529754234239 55.17169857871536))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|49|9|40|0|0|0|0.10249307479224372
91|35370|POLYGON ((37.03314513499102 55.17172887530719, 37.03309263769104 55.17622060846126, 37.04094112738413 55.17625040500162, 37.04099274230574 55.17175866689469, 37.03314513499102 55.17172887530719))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|32|3|22|1|0|0|0.9806094182825484
92|35371|POLYGON ((37.04099274230574 55.17175866689469, 37.04094112738413 55.17625040500162, 37.04878963150227 55.17627969645161, 37.04884036404002 55.17178795347578, 37.04099274230574 55.17175866689469))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|44|17|52|1|0|0|0.9224376731301941
93|35372|POLYGON ((37.04884036404002 55.17178795347578, 37.04878963150227 55.17627969645161, 37.05663814979894 55.17630848280928, 37.05668799995959 55.17181673395198, 37.04884036404002 55.17178795347578))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|48|4|36|1|0|0|1.0
94|35373|POLYGON ((37.05668799995959 55.17181673395198, 37.05663814979894 55.17630848280928, 37.06448668203947 55.17633676297613, 37.06453564979338 55.1718450105143, 37.05668799995959 55.17181673395198))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|41|6|29|2|0|0|1.0
95|35374|POLYGON ((37.06453564979338 55.1718450105143, 37.06448668203947 55.17633676297613, 37.07233522795315 55.17636453914321, 37.07238331330728 55.1718727820643, 37.06453564979338 55.1718450105143))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|28|2|18|0|0|0|0.10249307479224372
96|35375|POLYGON ((37.07238331330728 55.1718727820643, 37.07233522795315 55.17636453914321, 37.08018378826353 55.17639181021543, 37.08023099121843 55.17190004805517, 37.07238331330728 55.1718727820643))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|27|10|28|0|0|0|0.10249307479224372
97|35376|POLYGON ((37.08023099121843 55.17190004805517, 37.08018378826353 55.17639181021543, 37.08803236080813 55.1764185761843, 37.08807868135298 55.17192680957487, 37.08023099121843 55.17190004805517))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|3|5|0|0|0|0.08864265927977834
98|35377|POLYGON ((37.08807868135298 55.17192680957487, 37.08803236080813 55.1764185761843, 37.09588094629829 55.17644483705131, 37.09592638442817 55.1719530660767, 37.08807868135298 55.17192680957487))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|13|7|14|0|0|0|0.10249307479224372
99|35378|POLYGON ((37.09592638442817 55.1719530660767, 37.09588094629829 55.17644483705131, 37.10372954448741 55.17647059281472, 37.10377410019748 55.17197881755882, 37.09592638442817 55.1719530660767))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|4|6|0|0|0|0.12188365650969527
100|35379|POLYGON ((37.10377410019748 55.17197881755882, 37.10372954448741 55.17647059281472, 37.11157815321299 55.17649584346661, 37.11162182841442 55.17200406401953, 37.10377410019748 55.17197881755882))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|5|15|2|0|0|0.5706371191135735
101|35380|POLYGON ((37.11162182841442 55.17200406401953, 37.11157815321299 55.17649584346661, 37.1194267760707 55.17652058792114, 37.11946956883246 55.17202880545707, 37.11162182841442 55.17200406401953))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|4|16|0|0|0|0.10249307479224372
102|35381|POLYGON ((37.11946956883246 55.17202880545707, 37.1194267760707 55.17652058792114, 37.12727541087689 55.17654482836334, 37.12731732121535 55.17205304077327, 37.11946956883246 55.17202880545707))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|2|5|0|0|0|0.10526315789473681
103|35382|POLYGON ((37.12731732121535 55.17205304077327, 37.12727541087689 55.17654482836334, 37.13512405739564 55.17656856369506, 37.13516508529589 55.17207677215947, 37.12731732121535 55.17205304077327))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|14|3|13|0|0|0|0.10249307479224372
104|35383|POLYGON ((37.13516508529589 55.17207677215947, 37.13512405739564 55.17656856369506, 37.14297271538035 55.17659179391472, 37.14301285892231 55.17209999851194, 37.13516508529589 55.17207677215947))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|8|3|8|0|0|0|0.11634349030470911
105|35384|POLYGON ((37.14301285892231 55.17209999851194, 37.14297271538035 55.17659179391472, 37.15082138458919 55.17661451847248, 37.1508606456795 55.17212271984041, 37.14301285892231 55.17209999851194))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|0|8|0|0|0|0.10803324099722988
106|35385|POLYGON ((37.1508606456795 55.17212271984041, 37.15082138458919 55.17661451847248, 37.15867006476584 55.17663673846324, 37.15870844340523 55.17214493613763, 37.1508606456795 55.17212271984041))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|2|4|0|0|0|0.2437673130193907
107|35386|POLYGON ((37.15870844340523 55.17214493613763, 37.15867006476584 55.17663673846324, 37.16651875566862 55.17665845333726, 37.16655625185299 55.17216664740208, 37.15870844340523 55.17214493613763))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|0|6|0|0|0|0.11634349030470911
108|35725|POLYGON ((36.99385041421112 55.17606405112129, 36.99379348920763 55.18055575433418, 37.00164278567297 55.18058808166894, 37.00169882809421 55.17609637198575, 36.99385041421112 55.17606405112129))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|8|0|8|0|0|0|0.10803324099722988
109|35727|POLYGON ((37.00954725762133 55.17612818886683, 37.00949209780221 55.18061990383986, 37.01734142535531 55.18065122029659, 37.01739570255982 55.17615950066589, 37.00954725762133 55.17612818886683))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|4|8|0|0|0|0.08864265927977834
110|35728|POLYGON ((37.01739570255982 55.17615950066589, 37.01734142535531 55.18065122029659, 37.02519076807228 55.18068203213343, 37.02524416266962 55.17619030683257, 37.01739570255982 55.17615950066589))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|19|7|15|0|0|0|0.10249307479224372
111|35729|POLYGON ((37.02524416266962 55.17619030683257, 37.02519076807228 55.18068203213343, 37.03304012571315 55.18071233880007, 37.03309263769104 55.17622060846126, 37.02524416266962 55.17619030683257))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|34|7|28|0|0|0|0.10249307479224372
112|35730|POLYGON ((37.03309263769104 55.17622060846126, 37.03304012571315 55.18071233880007, 37.04088949803128 55.18074214029441, 37.04094112738413 55.17625040500162, 37.03309263769104 55.17622060846126))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|64|4|39|3|0|0|1.0
113|35731|POLYGON ((37.04094112738413 55.17625040500162, 37.04088949803128 55.18074214029441, 37.04873888477997 55.18077143661444, 37.04878963150227 55.17627969645161, 37.04094112738413 55.17625040500162))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|48|7|34|0|0|0|0.10249307479224372
114|35732|POLYGON ((37.04878963150227 55.17627969645161, 37.04873888477997 55.18077143661444, 37.05658828572476 55.18080022666167, 37.05663814979894 55.17630848280928, 37.04878963150227 55.17627969645161))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|38|7|28|0|0|0|0.10249307479224372
115|35733|POLYGON ((37.05663814979894 55.17630848280928, 37.05658828572476 55.18080022666167, 37.06443770059439 55.18082851262706, 37.06448668203947 55.17633676297613, 37.05663814979894 55.17630848280928))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|40|7|33|0|0|0|0.10249307479224372
116|35734|POLYGON ((37.06448668203947 55.17633676297613, 37.06443770059439 55.18082851262706, 37.07228712915455 55.18085629341225, 37.07233522795315 55.17636453914321, 37.06448668203947 55.17633676297613))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|28|2|18|0|0|0|0.10249307479224372
117|35735|POLYGON ((37.07233522795315 55.17636453914321, 37.07228712915455 55.18085629341225, 37.08013657211664 55.18088356901863, 37.08018378826353 55.17639181021543, 37.07233522795315 55.17636453914321))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|23|2|11|1|0|0|0.9806094182825484
118|35736|POLYGON ((37.08018378826353 55.17639181021543, 37.08013657211664 55.18088356901863, 37.08798602731786 55.18091033943764, 37.08803236080813 55.1764185761843, 37.08018378826353 55.17639181021543))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|15|2|8|0|0|0|0.10249307479224372
119|35737|POLYGON ((37.08803236080813 55.1764185761843, 37.08798602731786 55.18091033943764, 37.09583549355347 55.1809366046645, 37.09588094629829 55.17644483705131, 37.08803236080813 55.1764185761843))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|3|7|1|0|0|0.7119113573407202
120|35738|POLYGON ((37.09588094629829 55.17644483705131, 37.09583549355347 55.1809366046645, 37.10368497440898 55.1809623647102, 37.10372954448741 55.17647059281472, 37.09588094629829 55.17644483705131))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|3|6|0|0|0|0.12742382271468142
121|35739|POLYGON ((37.10372954448741 55.17647059281472, 37.10368497440898 55.1809623647102, 37.11153446773228 55.18098761847008, 37.11157815321299 55.17649584346661, 37.10372954448741 55.17647059281472))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|16|0|9|0|0|0|0.09418282548476449
122|35740|POLYGON ((37.11157815321299 55.17649584346661, 37.11153446773228 55.18098761847008, 37.11938397325511 55.18101236813536, 37.1194267760707 55.17652058792114, 37.11157815321299 55.17649584346661))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|10|3|11|0|0|0|0.11634349030470911
123|35741|POLYGON ((37.1194267760707 55.17652058792114, 37.11938397325511 55.18101236813536, 37.12723349074167 55.18103661260785, 37.12727541087689 55.17654482836334, 37.1194267760707 55.17652058792114))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|0|9|0|0|0|0.10803324099722988
